Kod,Obec,Voliči v seznamu,Platné hlasy,Odevzdané obálky,Vydané obálky
,Unie H.A.V.E.L.,,,,,1
,Referendum o Evropské unii,,,,,3
,TOP 09,,,,,22
,ANO 2011,,,,,144
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,4
,Křesť.demokr.unie-Čs.str.lid.,,,,,11
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,3
,SPORTOVCI,,,,,0
,Dělnic.str.sociální spravedl.,,,,,0
,Svob.a př.dem.-T.Okamura (SPD),,,,,32
,Strana Práv Občanů,,,,,0
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,30
,Řád národa - Vlastenecká unie,,,,,0
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,12
,Radostné Česko,,,,,0
,STAROSTOVÉ A NEZÁVISLÍ,,,,,21
,Komunistická str.Čech a Moravy,,,,,14
,Strana zelených,,,,,2
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,1
,Strana svobodných občanů,,,,,0
,Blok proti islam.-Obran.domova,,,,,0
,Občanská demokratická aliance,,,,,0
,Česká pirátská strana,,,,,12
,Unie H.A.V.E.L.,,,,,0
,Referendum o Evropské unii,,,,,0
,TOP 09,,,,,7
,ANO 2011,,,,,38
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,0
,Křesť.demokr.unie-Čs.str.lid.,,,,,5
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,1
,SPORTOVCI,,,,,0
,Dělnic.str.sociální spravedl.,,,,,0
,Svob.a př.dem.-T.Okamura (SPD),,,,,25
,Strana Práv Občanů,,,,,0
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,44
,Řád národa - Vlastenecká unie,,,,,2
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,8
,Radostné Česko,,,,,0
,STAROSTOVÉ A NEZÁVISLÍ,,,,,10
,Komunistická str.Čech a Moravy,,,,,11
,Strana zelených,,,,,4
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,0
,Strana svobodných občanů,,,,,6
,Blok proti islam.-Obran.domova,,,,,0
,Občanská demokratická aliance,,,,,0
,Česká pirátská strana,,,,,50
,Unie H.A.V.E.L.,,,,,0
,Referendum o Evropské unii,,,,,1
,TOP 09,,,,,28
,ANO 2011,,,,,65
,Dobrá volba 2016,,,,,1
,SPR-Republ.str.Čsl. M.Sládka,,,,,0
,Křesť.demokr.unie-Čs.str.lid.,,,,,9
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,3
,SPORTOVCI,,,,,2
,Dělnic.str.sociální spravedl.,,,,,1
,Svob.a př.dem.-T.Okamura (SPD),,,,,24
,Strana Práv Občanů,,,,,0
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,13
,Řád národa - Vlastenecká unie,,,,,0
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,16
,Radostné Česko,,,,,0
,STAROSTOVÉ A NEZÁVISLÍ,,,,,6
,Komunistická str.Čech a Moravy,,,,,13
,Strana zelených,,,,,4
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,0
,Strana svobodných občanů,,,,,0
,Blok proti islam.-Obran.domova,,,,,0
,Občanská demokratická aliance,,,,,0
,Česká pirátská strana,,,,,12
,Unie H.A.V.E.L.,,,,,0
,Referendum o Evropské unii,,,,,0
,TOP 09,,,,,5
,ANO 2011,,,,,37
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,0
,Křesť.demokr.unie-Čs.str.lid.,,,,,1
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,1
,SPORTOVCI,,,,,1
,Dělnic.str.sociální spravedl.,,,,,0
,Svob.a př.dem.-T.Okamura (SPD),,,,,12
,Strana Práv Občanů,,,,,0
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,23
,Řád národa - Vlastenecká unie,,,,,0
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,18
,Radostné Česko,,,,,0
,STAROSTOVÉ A NEZÁVISLÍ,,,,,11
,Komunistická str.Čech a Moravy,,,,,25
,Strana zelených,,,,,1
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,3
,Strana svobodných občanů,,,,,7
,Blok proti islam.-Obran.domova,,,,,0
,Občanská demokratická aliance,,,,,0
,Česká pirátská strana,,,,,23
,Unie H.A.V.E.L.,,,,,1
,Referendum o Evropské unii,,,,,1
,TOP 09,,,,,13
,ANO 2011,,,,,76
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,0
,Křesť.demokr.unie-Čs.str.lid.,,,,,5
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,4
,SPORTOVCI,,,,,0
,Dělnic.str.sociální spravedl.,,,,,0
,Svob.a př.dem.-T.Okamura (SPD),,,,,24
,Strana Práv Občanů,,,,,0
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,80
,Řád národa - Vlastenecká unie,,,,,1
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,60
,Radostné Česko,,,,,0
,STAROSTOVÉ A NEZÁVISLÍ,,,,,44
,Komunistická str.Čech a Moravy,,,,,33
,Strana zelených,,,,,5
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,9
,Strana svobodných občanů,,,,,14
,Blok proti islam.-Obran.domova,,,,,0
,Občanská demokratická aliance,,,,,0
,Česká pirátská strana,,,,,52
,Unie H.A.V.E.L.,,,,,0
,Referendum o Evropské unii,,,,,0
,TOP 09,,,,,20
,ANO 2011,,,,,201
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,1
,Křesť.demokr.unie-Čs.str.lid.,,,,,18
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,2
,SPORTOVCI,,,,,1
,Dělnic.str.sociální spravedl.,,,,,3
,Svob.a př.dem.-T.Okamura (SPD),,,,,44
,Strana Práv Občanů,,,,,3
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,58
,Řád národa - Vlastenecká unie,,,,,0
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,41
,Radostné Česko,,,,,0
,STAROSTOVÉ A NEZÁVISLÍ,,,,,25
,Komunistická str.Čech a Moravy,,,,,58
,Strana zelených,,,,,5
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,3
,Strana svobodných občanů,,,,,4
,Blok proti islam.-Obran.domova,,,,,0
,Občanská demokratická aliance,,,,,0
,Česká pirátská strana,,,,,37
,Unie H.A.V.E.L.,,,,,1
,Referendum o Evropské unii,,,,,0
,TOP 09,,,,,11
,ANO 2011,,,,,127
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,0
,Křesť.demokr.unie-Čs.str.lid.,,,,,14
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,2
,SPORTOVCI,,,,,0
,Dělnic.str.sociální spravedl.,,,,,3
,Svob.a př.dem.-T.Okamura (SPD),,,,,28
,Strana Práv Občanů,,,,,1
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,27
,Řád národa - Vlastenecká unie,,,,,0
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,16
,Radostné Česko,,,,,0
,STAROSTOVÉ A NEZÁVISLÍ,,,,,7
,Komunistická str.Čech a Moravy,,,,,17
,Strana zelených,,,,,0
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,0
,Strana svobodných občanů,,,,,7
,Blok proti islam.-Obran.domova,,,,,0
,Občanská demokratická aliance,,,,,0
,Česká pirátská strana,,,,,9
,Unie H.A.V.E.L.,,,,,0
,Referendum o Evropské unii,,,,,0
,TOP 09,,,,,4
,ANO 2011,,,,,40
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,0
,Křesť.demokr.unie-Čs.str.lid.,,,,,2
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,0
,SPORTOVCI,,,,,0
,Dělnic.str.sociální spravedl.,,,,,0
,Svob.a př.dem.-T.Okamura (SPD),,,,,5
,Strana Práv Občanů,,,,,1
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,114
,Řád národa - Vlastenecká unie,,,,,1
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,17
,Radostné Česko,,,,,2
,STAROSTOVÉ A NEZÁVISLÍ,,,,,48
,Komunistická str.Čech a Moravy,,,,,23
,Strana zelených,,,,,12
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,5
,Strana svobodných občanů,,,,,11
,Blok proti islam.-Obran.domova,,,,,1
,Občanská demokratická aliance,,,,,2
,Česká pirátská strana,,,,,95
,Unie H.A.V.E.L.,,,,,0
,Referendum o Evropské unii,,,,,0
,TOP 09,,,,,60
,ANO 2011,,,,,131
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,0
,Křesť.demokr.unie-Čs.str.lid.,,,,,19
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,1
,SPORTOVCI,,,,,0
,Dělnic.str.sociální spravedl.,,,,,0
,Svob.a př.dem.-T.Okamura (SPD),,,,,28
,Strana Práv Občanů,,,,,2
,5,,,,,"100,00"
,Občanská demokratická strana,,,,,588
,Řád národa - Vlastenecká unie,,,,,7
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,3
,Česká str.sociálně demokrat.,,,,,254
,Radostné Česko,,,,,2
,STAROSTOVÉ A NEZÁVISLÍ,,,,,108
,Komunistická str.Čech a Moravy,,,,,305
,Strana zelených,,,,,57
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,14
,Strana svobodných občanů,,,,,41
,Blok proti islam.-Obran.domova,,,,,2
,Občanská demokratická aliance,,,,,2
,Česká pirátská strana,,,,,290
,Unie H.A.V.E.L.,,,,,3
,Referendum o Evropské unii,,,,,1
,TOP 09,,,,,149
,ANO 2011,,,,,864
,Dobrá volba 2016,,,,,3
,SPR-Republ.str.Čsl. M.Sládka,,,,,9
,Křesť.demokr.unie-Čs.str.lid.,,,,,88
,Česká strana národně sociální,,,,,2
,REALISTÉ,,,,,17
,SPORTOVCI,,,,,4
,Dělnic.str.sociální spravedl.,,,,,4
,Svob.a př.dem.-T.Okamura (SPD),,,,,269
,Strana Práv Občanů,,,,,4
,2,,,,,"100,00"
,Občanská demokratická strana,,,,,126
,Řád národa - Vlastenecká unie,,,,,5
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,61
,Radostné Česko,,,,,1
,STAROSTOVÉ A NEZÁVISLÍ,,,,,25
,Komunistická str.Čech a Moravy,,,,,55
,Strana zelených,,,,,10
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,3
,Strana svobodných občanů,,,,,15
,Blok proti islam.-Obran.domova,,,,,0
,Občanská demokratická aliance,,,,,0
,Česká pirátská strana,,,,,102
,Unie H.A.V.E.L.,,,,,1
,Referendum o Evropské unii,,,,,1
,TOP 09,,,,,45
,ANO 2011,,,,,232
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,1
,Křesť.demokr.unie-Čs.str.lid.,,,,,19
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,3
,SPORTOVCI,,,,,3
,Dělnic.str.sociální spravedl.,,,,,5
,Svob.a př.dem.-T.Okamura (SPD),,,,,75
,Strana Práv Občanů,,,,,2
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,26
,Řád národa - Vlastenecká unie,,,,,2
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,12
,Radostné Česko,,,,,0
,STAROSTOVÉ A NEZÁVISLÍ,,,,,6
,Komunistická str.Čech a Moravy,,,,,18
,Strana zelených,,,,,5
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,0
,Strana svobodných občanů,,,,,2
,Blok proti islam.-Obran.domova,,,,,0
,Občanská demokratická aliance,,,,,1
,Česká pirátská strana,,,,,30
,Unie H.A.V.E.L.,,,,,0
,Referendum o Evropské unii,,,,,0
,TOP 09,,,,,8
,ANO 2011,,,,,81
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,0
,Křesť.demokr.unie-Čs.str.lid.,,,,,4
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,2
,SPORTOVCI,,,,,0
,Dělnic.str.sociální spravedl.,,,,,0
,Svob.a př.dem.-T.Okamura (SPD),,,,,19
,Strana Práv Občanů,,,,,0
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,82
,Řád národa - Vlastenecká unie,,,,,2
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,52
,Radostné Česko,,,,,0
,STAROSTOVÉ A NEZÁVISLÍ,,,,,18
,Komunistická str.Čech a Moravy,,,,,133
,Strana zelených,,,,,11
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,6
,Strana svobodných občanů,,,,,11
,Blok proti islam.-Obran.domova,,,,,0
,Občanská demokratická aliance,,,,,0
,Česká pirátská strana,,,,,63
,Unie H.A.V.E.L.,,,,,0
,Referendum o Evropské unii,,,,,0
,TOP 09,,,,,18
,ANO 2011,,,,,177
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,0
,Křesť.demokr.unie-Čs.str.lid.,,,,,6
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,1
,SPORTOVCI,,,,,0
,Dělnic.str.sociální spravedl.,,,,,4
,Svob.a př.dem.-T.Okamura (SPD),,,,,73
,Strana Práv Občanů,,,,,1
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,21
,Řád národa - Vlastenecká unie,,,,,0
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,13
,Radostné Česko,,,,,0
,STAROSTOVÉ A NEZÁVISLÍ,,,,,11
,Komunistická str.Čech a Moravy,,,,,26
,Strana zelených,,,,,2
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,2
,Strana svobodných občanů,,,,,4
,Blok proti islam.-Obran.domova,,,,,0
,Občanská demokratická aliance,,,,,0
,Česká pirátská strana,,,,,11
,Unie H.A.V.E.L.,,,,,0
,Referendum o Evropské unii,,,,,0
,TOP 09,,,,,3
,ANO 2011,,,,,40
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,0
,Křesť.demokr.unie-Čs.str.lid.,,,,,3
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,0
,SPORTOVCI,,,,,0
,Dělnic.str.sociální spravedl.,,,,,0
,Svob.a př.dem.-T.Okamura (SPD),,,,,18
,Strana Práv Občanů,,,,,0
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,139
,Řád národa - Vlastenecká unie,,,,,1
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,62
,Radostné Česko,,,,,1
,STAROSTOVÉ A NEZÁVISLÍ,,,,,42
,Komunistická str.Čech a Moravy,,,,,54
,Strana zelených,,,,,15
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,7
,Strana svobodných občanů,,,,,19
,Blok proti islam.-Obran.domova,,,,,2
,Občanská demokratická aliance,,,,,1
,Česká pirátská strana,,,,,119
,Unie H.A.V.E.L.,,,,,0
,Referendum o Evropské unii,,,,,0
,TOP 09,,,,,74
,ANO 2011,,,,,219
,Dobrá volba 2016,,,,,2
,SPR-Republ.str.Čsl. M.Sládka,,,,,1
,Křesť.demokr.unie-Čs.str.lid.,,,,,21
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,5
,SPORTOVCI,,,,,3
,Dělnic.str.sociální spravedl.,,,,,2
,Svob.a př.dem.-T.Okamura (SPD),,,,,78
,Strana Práv Občanů,,,,,1
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,58
,Řád národa - Vlastenecká unie,,,,,0
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,2
,Česká str.sociálně demokrat.,,,,,21
,Radostné Česko,,,,,0
,STAROSTOVÉ A NEZÁVISLÍ,,,,,11
,Komunistická str.Čech a Moravy,,,,,32
,Strana zelených,,,,,5
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,1
,Strana svobodných občanů,,,,,6
,Blok proti islam.-Obran.domova,,,,,2
,Občanská demokratická aliance,,,,,0
,Česká pirátská strana,,,,,26
,Unie H.A.V.E.L.,,,,,0
,Referendum o Evropské unii,,,,,0
,TOP 09,,,,,10
,ANO 2011,,,,,87
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,0
,Křesť.demokr.unie-Čs.str.lid.,,,,,1
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,3
,SPORTOVCI,,,,,0
,Dělnic.str.sociální spravedl.,,,,,1
,Svob.a př.dem.-T.Okamura (SPD),,,,,27
,Strana Práv Občanů,,,,,1
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,17
,Řád národa - Vlastenecká unie,,,,,1
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,10
,Radostné Česko,,,,,0
,STAROSTOVÉ A NEZÁVISLÍ,,,,,4
,Komunistická str.Čech a Moravy,,,,,13
,Strana zelených,,,,,0
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,4
,Strana svobodných občanů,,,,,1
,Blok proti islam.-Obran.domova,,,,,0
,Občanská demokratická aliance,,,,,0
,Česká pirátská strana,,,,,13
,Unie H.A.V.E.L.,,,,,0
,Referendum o Evropské unii,,,,,0
,TOP 09,,,,,11
,ANO 2011,,,,,26
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,0
,Křesť.demokr.unie-Čs.str.lid.,,,,,7
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,0
,SPORTOVCI,,,,,0
,Dělnic.str.sociální spravedl.,,,,,1
,Svob.a př.dem.-T.Okamura (SPD),,,,,7
,Strana Práv Občanů,,,,,0
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,57
,Řád národa - Vlastenecká unie,,,,,1
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,0
,Česká str.sociálně demokrat.,,,,,37
,Radostné Česko,,,,,0
,STAROSTOVÉ A NEZÁVISLÍ,,,,,19
,Komunistická str.Čech a Moravy,,,,,23
,Strana zelených,,,,,8
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,4
,Strana svobodných občanů,,,,,2
,Blok proti islam.-Obran.domova,,,,,0
,Občanská demokratická aliance,,,,,0
,Česká pirátská strana,,,,,52
,Unie H.A.V.E.L.,,,,,0
,Referendum o Evropské unii,,,,,0
,TOP 09,,,,,8
,ANO 2011,,,,,97
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,1
,Křesť.demokr.unie-Čs.str.lid.,,,,,4
,Česká strana národně sociální,,,,,0
,REALISTÉ,,,,,3
,SPORTOVCI,,,,,1
,Dělnic.str.sociální spravedl.,,,,,1
,Svob.a př.dem.-T.Okamura (SPD),,,,,18
,Strana Práv Občanů,,,,,1
,1,,,,,"100,00"
,Občanská demokratická strana,,,,,86
,Řád národa - Vlastenecká unie,,,,,2
,CESTA ODPOVĚDNÉ SPOLEČNOSTI,,,,,2
,Česká str.sociálně demokrat.,,,,,20
,Radostné Česko,,,,,0
,STAROSTOVÉ A NEZÁVISLÍ,,,,,34
,Komunistická str.Čech a Moravy,,,,,29
,Strana zelených,,,,,8
,"ROZUMNÍ-stop migraci,diktát.EU",,,,,4
,Strana svobodných občanů,,,,,15
,Blok proti islam.-Obran.domova,,,,,2
,Občanská demokratická aliance,,,,,2
,Česká pirátská strana,,,,,83
,Unie H.A.V.E.L.,,,,,1
,Referendum o Evropské unii,,,,,1
,TOP 09,,,,,47
,ANO 2011,,,,,118
,Dobrá volba 2016,,,,,0
,SPR-Republ.str.Čsl. M.Sládka,,,,,0
,Křesť.demokr.unie-Čs.str.lid.,,,,,9
,Česká strana národně sociální,,,,,1
,REALISTÉ,,,,,4
,SPORTOVCI,,,,,1
,Dělnic.str.sociální spravedl.,,,,,0
